[7473659, 0.00010861694424330197]
[9592052, 0.00010861694424330197]
[9596222, 0.00010861694424330197]
[9596412, 0.00010861694424330197]
[9597090, 0.00010861694424330197]
[9603433, 0.00010861694424330197]
[9605496, 0.00010861694424330197]
[9625186, 0.00010861694424330197]
[9628766, 0.00010861694424330197]
[9635475, 0.00010861694424330197]
[9637403, 0.00010861694424330197]
[9647321, 0.00010861694424330197]
[9658938, 0.00010861694424330197]
[9667569, 0.00010861694424330197]
[9672379, 0.00010861694424330197]
[9682830, 0.00010861694424330197]
[9697689, 0.00010861694424330197]
[9701675, 0.00010861694424330197]
[9701681, 0.00010861694424330197]
[9704150, 0.00010861694424330197]
[9705582, 0.00010861694424330197]
[9708864, 0.00010861694424330197]
[9708953, 0.00010861694424330197]
[9718052, 0.00010861694424330197]
[9721442, 0.00010861694424330197]
[9733229, 0.00010861694424330197]
[9736756, 0.00010861694424330197]
[9743577, 0.00010861694424330197]
[9743578, 0.00010861694424330197]
[9751196, 0.00010861694424330197]
[9754236, 0.00010861694424330197]
[9763475, 0.00010861694424330197]
[9777946, 0.00010861694424330197]
[9780089, 0.00010861694424330197]
[9781520, 0.00010861694424330197]
[9791536, 0.00010861694424330197]
[9834545, 0.00010861694424330197]
[9844031, 0.00010861694424330197]
[9848808, 0.00010861694424330197]
[9853706, 0.00010861694424330197]
[9855862, 0.00010861694424330197]
[9862642, 0.00010861694424330197]
[9875528, 0.00010861694424330197]
[9880043, 0.00010861694424330197]
[9886074, 0.00010861694424330197]
[9920995, 0.00010861694424330197]
[9929677, 0.00010861694424330197]
[10022033, 0.00010861694424330197]
[10026381, 0.00010861694424330197]
[10027548, 0.00010861694424330197]
[10027549, 0.00010861694424330197]
[10071712, 0.00010861694424330197]
[10076900, 0.00010861694424330197]
[10079115, 0.00010861694424330197]
[10079962, 0.00010861694424330197]
[10081980, 0.00010861694424330197]
[10089003, 0.00010861694424330197]
[10172880, 0.00010861694424330197]
[10192208, 0.00010861694424330197]
[10192209, 0.00010861694424330197]
[10195399, 0.00010861694424330197]
[10197814, 0.00010861694424330197]
[10207721, 0.00010861694424330197]
[10208564, 0.00010861694424330197]
[10213152, 0.00010861694424330197]
[10213175, 0.00010861694424330197]
[10231806, 0.00010861694424330197]
[10319883, 0.00010861694424330197]
[10320795, 0.00010861694424330197]
[10338292, 0.00010861694424330197]
[10360679, 0.00010861694424330197]
[10362893, 0.00010861694424330197]
[10364640, 0.00010861694424330197]
[10367700, 0.00010861694424330197]
[10369305, 0.00010861694424330197]
[10372566, 0.00010861694424330197]
[10399868, 0.00010861694424330197]
[10400250, 0.00010861694424330197]
[10401448, 0.00010861694424330197]
[10402500, 0.00010861694424330197]
[10403716, 0.00010861694424330197]
[10408574, 0.00010861694424330197]
[10420066, 0.00010861694424330197]
[10422994, 0.00010861694424330197]
[10428074, 0.00010861694424330197]
[10430421, 0.00010861694424330197]
[10431657, 0.00010861694424330197]
[10432380, 0.00010861694424330197]
[10436064, 0.00010861694424330197]
[10439444, 0.00010861694424330197]
[10474059, 0.00010861694424330197]
[10487844, 0.00010861694424330197]
[10488949, 0.00010861694424330197]
[10489042, 0.00010861694424330197]
[10501208, 0.00010861694424330197]
[10507547, 0.00010861694424330197]
[10525138, 0.00010861694424330197]
[10534156, 0.00010861694424330197]
[10534164, 0.00010861694424330197]
[10534256, 0.00010861694424330197]
[10541592, 0.00010861694424330197]
[10559556, 0.00010861694424330197]
[10559559, 0.00010861694424330197]
[10563653, 0.00010861694424330197]
[10570512, 0.00010861694424330197]
[10599878, 0.00010861694424330197]
[10601411, 0.00010861694424330197]
[10604440, 0.00010861694424330197]
[10604441, 0.00010861694424330197]
[10619631, 0.00010861694424330197]
[10636159, 0.00010861694424330197]
[10637934, 0.00010861694424330197]
[10638195, 0.00010861694424330197]
[10643890, 0.00010861694424330197]
[10653281, 0.00010861694424330197]
[10656299, 0.00010861694424330197]
[10668705, 0.00010861694424330197]
[10671320, 0.00010861694424330197]
[10679292, 0.00010861694424330197]
[10685028, 0.00010861694424330197]
[10694577, 0.00010861694424330197]
[10705163, 0.00010861694424330197]
[10713392, 0.00010861694424330197]
[10737598, 0.00010861694424330197]
[10738542, 0.00010861694424330197]
[10744589, 0.00010861694424330197]
[10749663, 0.00010861694424330197]
[10766998, 0.00010861694424330197]
[10772123, 0.00010861694424330197]
[10775535, 0.00010861694424330197]
[10775884, 0.00010861694424330197]
[10797593, 0.00010861694424330197]
[10801051, 0.00010861694424330197]
[10811879, 0.00010861694424330197]
[10815129, 0.00010861694424330197]
[10818140, 0.00010861694424330197]
[10818499, 0.00010861694424330197]
[10818507, 0.00010861694424330197]
[10818508, 0.00010861694424330197]
[10854569, 0.00010861694424330197]
[10854768, 0.00010861694424330197]
[10860300, 0.00010861694424330197]
[10867214, 0.00010861694424330197]
[10869806, 0.00010861694424330197]
[10873585, 0.00010861694424330197]
[10885540, 0.00010861694424330197]
[10886308, 0.00010861694424330197]
[10899434, 0.00010861694424330197]
[10910426, 0.00010861694424330197]
[10920030, 0.00010861694424330197]
[10934557, 0.00010861694424330197]
[10935434, 0.00010861694424330197]
[10936884, 0.00010861694424330197]
[10936886, 0.00010861694424330197]
[10939571, 0.00010861694424330197]
[10947802, 0.00010861694424330197]
[10961427, 0.00010861694424330197]
[10961667, 0.00010861694424330197]
[11005255, 0.00010861694424330197]
[11007687, 0.00010861694424330197]
[11017931, 0.00010861694424330197]
[11041282, 0.00010861694424330197]
[11044587, 0.00010861694424330197]
[11060007, 0.00010861694424330197]
[11060356, 0.00010861694424330197]
[11069947, 0.00010861694424330197]
[11087768, 0.00010861694424330197]
[11099722, 0.00010861694424330197]
[11110974, 0.00010861694424330197]
[11120597, 0.00010861694424330197]
[11123907, 0.00010861694424330197]
[11123940, 0.00010861694424330197]
[11125748, 0.00010861694424330197]
[11132184, 0.00010861694424330197]
[11143490, 0.00010861694424330197]
[11157409, 0.00010861694424330197]
[11165374, 0.00010861694424330197]
[11173882, 0.00010861694424330197]
[11182472, 0.00010861694424330197]
[11216203, 0.00010861694424330197]
[11240021, 0.00010861694424330197]
[11248079, 0.00010861694424330197]
[11264988, 0.00010861694424330197]
[11299424, 0.00010861694424330197]
[11311545, 0.00010861694424330197]
[11312553, 0.00010861694424330197]
[11320185, 0.00010861694424330197]
[11327877, 0.00010861694424330197]
[11336076, 0.00010861694424330197]
[11338204, 0.00010861694424330197]
[11343837, 0.00010861694424330197]
[11347179, 0.00010861694424330197]
[11354629, 0.00010861694424330197]
[11376902, 0.00010861694424330197]
[11378247, 0.00010861694424330197]
[11378846, 0.00010861694424330197]
[11403971, 0.00010861694424330197]
[11408789, 0.00010861694424330197]
[11421127, 0.00010861694424330197]
[11425005, 0.00010861694424330197]
[11425936, 0.00010861694424330197]
[11436129, 0.00010861694424330197]
[11443731, 0.00010861694424330197]
[11445269, 0.00010861694424330197]
[11447826, 0.00010861694424330197]
[11447827, 0.00010861694424330197]
[11476599, 0.00010861694424330197]
[11487050, 0.00010861694424330197]
[11493026, 0.00010861694424330197]
[11516561, 0.00010861694424330197]
[11531831, 0.00010861694424330197]
[11553788, 0.00010861694424330197]
[11574101, 0.00010861694424330197]
[11589917, 0.00010861694424330197]
[11591456, 0.00010861694424330197]
[11673588, 0.00010861694424330197]
[11684904, 0.00010861694424330197]
[11698154, 0.00010861694424330197]
[11701639, 0.00010861694424330197]
[11702052, 0.00010861694424330197]
[11738469, 0.00010861694424330197]
[11743951, 0.00010861694424330197]
[11755000, 0.00010861694424330197]
[11755017, 0.00010861694424330197]
[11770221, 0.00010861694424330197]
[11774713, 0.00010861694424330197]
[11790235, 0.00010861694424330197]
[11790634, 0.00010861694424330197]
[11816789, 0.00010861694424330197]
[11816794, 0.00010861694424330197]
[11835370, 0.00010861694424330197]
[11840304, 0.00010861694424330197]
[11860878, 0.00010861694424330197]
[11863377, 0.00010861694424330197]
[11893773, 0.00010861694424330197]
[11893834, 0.00010861694424330197]
[11893839, 0.00010861694424330197]
[11930145, 0.00010861694424330197]
[11936240, 0.00010861694424330197]
[11940706, 0.00010861694424330197]
[11941486, 0.00010861694424330197]
[11980062, 0.00010861694424330197]
[11988340, 0.00010861694424330197]
[12000192, 0.00010861694424330197]
[12007670, 0.00010861694424330197]
[12015813, 0.00010861694424330197]
[12037434, 0.00010861694424330197]
[12042316, 0.00010861694424330197]
[12067484, 0.00010861694424330197]
[12067591, 0.00010861694424330197]
[12074828, 0.00010861694424330197]
[12077215, 0.00010861694424330197]
[12115887, 0.00010861694424330197]
[12145452, 0.00010861694424330197]
[12169205, 0.00010861694424330197]
[12205106, 0.00010861694424330197]
[12226534, 0.00010861694424330197]
[12231459, 0.00010861694424330197]
[12363410, 0.00010861694424330197]
[12365882, 0.00010861694424330197]
[12384263, 0.00010861694424330197]
[12384789, 0.00010861694424330197]
[12391602, 0.00010861694424330197]
[12393935, 0.00010861694424330197]
[12399018, 0.00010861694424330197]
[12413003, 0.00010861694424330197]
[12419536, 0.00010861694424330197]
[12475089, 0.00010861694424330197]
[12490529, 0.00010861694424330197]
[12490540, 0.00010861694424330197]
[12495080, 0.00010861694424330197]
[12495082, 0.00010861694424330197]
[12507910, 0.00010861694424330197]
[12533085, 0.00010861694424330197]
[12548360, 0.00010861694424330197]
[12556576, 0.00010861694424330197]
[12559836, 0.00010861694424330197]
[12566177, 0.00010861694424330197]
[12580698, 0.00010861694424330197]
[12580702, 0.00010861694424330197]
[12582468, 0.00010861694424330197]
[12584430, 0.00010861694424330197]
[12614344, 0.00010861694424330197]
[12618306, 0.00010861694424330197]
[12642767, 0.00010861694424330197]
[12646385, 0.00010861694424330197]
[12668899, 0.00010861694424330197]
[12670700, 0.00010861694424330197]
[12676346, 0.00010861694424330197]
[12714797, 0.00010861694424330197]
[12722493, 0.00010861694424330197]
[12755040, 0.00010861694424330197]
[12782758, 0.00010861694424330197]
[12788204, 0.00010861694424330197]
[12806589, 0.00010861694424330197]
[12811635, 0.00010861694424330197]
[12833577, 0.00010861694424330197]
[12856536, 0.00010861694424330197]
[12864777, 0.00010861694424330197]
[12873803, 0.00010861694424330197]
[12875979, 0.00010861694424330197]
[12876265, 0.00010861694424330197]
[12876550, 0.00010861694424330197]
[12882964, 0.00010861694424330197]
[12928512, 0.00010861694424330197]
[12928915, 0.00010861694424330197]
[12930057, 0.00010861694424330197]
[12935416, 0.00010861694424330197]
[12946703, 0.00010861694424330197]
[12951193, 0.00010861694424330197]
[12971913, 0.00010861694424330197]
[14501016, 0.00010861694424330197]
[14511323, 0.00010861694424330197]
[14574626, 0.00010861694424330197]
[9786612, 564174.9626086169]
[7841371, 609826.3955631624]
[8559364, 625167.7751086169]
[8710077, 663643.4501086168]
[8825898, 747597.4864722532]
[7970216, 808996.4959419502]
[7566652, 824647.6876086169]
[9772023, 824854.4501086168]
[9520135, 825871.1273813442]
[8624096, 839783.3864722532]
[11715112, 936627.3858229025]
[9147408, 1030694.5938586169]
[9786245, 1057652.0858229026]
[9852204, 1162043.500108617]
[9213069, 1162156.6917752835]
[10366621, 1221134.0126086168]
[10944562, 1225180.2251086168]
[11483304, 1257357.9667752837]
[8834536, 1286220.000108617]
[9066358, 1318749.2876086168]
[8762193, 1322930.2251086168]
[11835377, 1362712.9167752836]
[11087769, 1370595.3917752835]
[8786847, 1449385.3201086167]
[9292870, 1449385.3201086167]
[11925775, 1466155.6501086168]
[10737693, 1537276.9917752836]
[7755725, 1612340.010108617]
[9932417, 1789236.6834419502]
[11122949, 1789236.6834419502]
[10637933, 1808147.0301086167]
[7810590, 1842267.050108617]
[8047278, 1990930.3501086168]
[8947284, 2001789.4401086168]
[11482130, 2017622.9001086168]
[12498968, 2061294.2001086168]
[9386771, 2138828.310108617]
[10411341, 2168654.3001086167]
[9327086, 2184605.6834419505]
[7486872, 2199378.907900825]
[8039724, 2351981.662608617]
[9696068, 2364221.4501086166]
[11166730, 2411275.537608617]
[11558492, 2411275.537608617]
[10230703, 2451211.3001086167]
[11769703, 2473733.1834419505]
[8993481, 2593481.466775283]
[7814023, 2612949.0167752835]
[7884953, 2612949.0167752835]
[8544899, 2632555.782608617]
[9447442, 2676776.9334419505]
[11804704, 2697353.7334419503]
[8993478, 2725425.8334419504]
[8825894, 2778018.578896496]
[11578777, 2799345.5167752835]
[10880397, 2841101.4834419503]
[9030704, 2917291.587608617]
[11715411, 2964264.78344195]
[9121705, 2971555.2334419503]
[10329743, 2982361.28344195]
[11058789, 2982361.28344195]
[12885574, 2982965.63344195]
[9018400, 2994978.400108617]
[11849755, 3001436.13344195]
[11716140, 3022799.1834419505]
[12962909, 3025681.7601086167]
[9669695, 3091992.3001086167]
[12536572, 3136801.466775283]
[10668703, 3141534.2667752835]
[7595656, 3171578.650108617]
[7853720, 3176833.63344195]
[7526899, 3204426.475108617]
[12006218, 3205507.6751086167]
[10501182, 3215827.100108617]
[7639323, 3236616.400108617]
[9689449, 3238756.4167752834]
[11513353, 3249828.375108617]
[7579137, 3252979.750108617]
[8044413, 3285175.625108617]
[11193808, 3299417.8001086167]
[9259370, 3320991.366775283]
[9098525, 3325285.000108617]
[8846238, 3332582.6751086167]
[9169250, 3336048.975108617]
[9576554, 3336315.7334419503]
[10670439, 3351105.025108617]
[7765750, 3354051.975108617]
[7728146, 3387338.400108617]
[10912918, 3413935.1834419505]
[7703749, 3429452.500108617]
[11454984, 3429855.6834419505]
[12761223, 3430306.750108617]
[12637119, 3440440.4501086166]
[7700596, 3473872.650108617]
[11950276, 3486130.500108617]
[8290946, 3525644.875108617]
[9562306, 3552028.7334419503]
[10737120, 3564713.850108617]
[7644022, 3653574.125108617]
[10430422, 3661164.2001086166]
[10861213, 3668541.350108617]
[7891871, 3684534.100108617]
[8710175, 3692151.8001086167]
[8652146, 3694420.025108617]
[10336256, 3694420.025108617]
[8858181, 3701623.775108617]
[8576504, 3714981.100108617]
[12459519, 3715093.725108617]
[10411671, 3725964.3042752836]
[8830309, 3738729.250108617]
[7936253, 3758626.900108617]
[9052714, 3803245.9501086166]
[9804121, 3816506.8001086167]
[11113336, 3816509.775108617]
[12135350, 3816509.775108617]
[8726460, 3826301.350108617]
[11912108, 3831725.2001086166]
[12947160, 3832820.000108617]
[11576650, 3835340.250108617]
[10835442, 3887846.025108617]
[7550352, 3888004.5501086167]
[9222170, 3888004.5501086167]
[7846048, 3915093.625108617]
[9562467, 3937399.891775283]
[8313935, 3937896.5751086166]
[8530010, 3969869.750108617]
[8731381, 4003917.406775283]
[12581343, 4020803.4501086166]
[11445256, 4030139.4251086167]
[14507342, 4046002.5501086167]
[8624079, 4078763.250108617]
[11222634, 4101678.400108617]
[9831994, 4109780.812608617]
[9223597, 4113282.1751086167]
[10025785, 4113282.1751086167]
[11016543, 4113285.5751086166]
[9325076, 4139599.4501086166]
[8859062, 4158687.900108617]
[10526094, 4159154.125108617]
[11173876, 4170070.6751086167]
[12163621, 4176098.025108617]
[9631384, 4178444.025108617]
[7977363, 4186621.025108617]
[10818510, 4220112.725108617]
[11790212, 4224019.778441951]
[8712790, 4323474.000108617]
[11257253, 4331688.400108617]
[9836756, 4337646.050108617]
[7485228, 4338656.09296576]
[10626834, 4351757.395941951]
[9189032, 4366435.663441951]
[9164326, 4386951.150108617]
[12433260, 4406954.625108617]
[11676291, 4435348.875108617]
[9073034, 4464881.700108618]
[11501342, 4473183.650108617]
[12394840, 4492777.425108617]
[11377835, 4509831.400108617]
[9649761, 4523653.250108617]
[9074396, 4548337.250108617]
[11416775, 4567306.700108618]
[12076977, 4567306.700108618]
[8618665, 4575932.925108617]
[9665654, 4579750.700108618]
[9681639, 4605062.850108617]
[8725748, 4609887.131358617]
[9469259, 4637988.450108618]
[9693262, 4640173.375108617]
[10771168, 4649317.675108617]
[12682309, 4672723.700108618]
[9347936, 4697248.962608617]
[8624080, 4704727.475108617]
[12230301, 4706785.325108618]
[7751846, 4723117.225108617]
[9647302, 4727549.762608618]
[8761956, 4748897.725108617]
[9710033, 4783565.400108617]
[10818526, 4835754.975108617]
[7566000, 4855707.195108618]
[9588907, 4862976.650108617]
[11290387, 4880404.200108618]
[10582625, 4884536.050108617]
[9126060, 4897337.050108617]
[10953177, 4933772.526775285]
[10936877, 4960905.575108618]
[10806314, 4991199.575108618]
[11774719, 5004473.600108617]
[12105308, 5015443.076775284]
[7898715, 5021060.500108617]
[11032626, 5030035.225108617]
[11869551, 5053457.400108617]
[11940689, 5074800.050108617]
[12555245, 5075131.550108617]
[12411763, 5087710.700108618]
[12105373, 5140471.050108617]
[12834112, 5149958.325108618]
[11535112, 5251294.900108617]
[9506546, 5272356.200108618]
[9990558, 5274999.275108617]
[11045665, 5278302.800108617]
[9877525, 5284136.775108617]
[10718322, 5306612.050108617]
[10777685, 5306612.050108617]
[12392781, 5306612.050108617]
[11315514, 5311670.740108618]
[12849539, 5312179.975108617]
[9246676, 5334616.150108617]
[7615568, 5382404.850108617]
[10959835, 5475259.700108618]
[11256794, 5509236.325108618]
[11920850, 5543063.690108618]
[12552037, 5713700.637608618]
[7992850, 5772219.666775284]
[12232782, 6075370.466775283]
[10212558, 6224875.691775284]
[7672107, 6403957.800108617]
[9876967, 6417799.200108618]
[9329686, 6456295.700108618]
[10681402, 6470525.550108617]
[8977148, 6505959.500108617]
[10737125, 6518508.900108617]
[10592634, 6524707.950108618]
[7729825, 6598835.600108617]
[8880693, 6616364.300108617]
[8618881, 6616368.550108617]
[11387943, 6641919.550108617]
[8128961, 6650533.450108618]
[7668835, 6670686.950108618]
[7937774, 6675662.000108617]
[8820179, 6700794.516775283]
[7970234, 6708090.350108617]
[7847867, 6710686.675108617]
[9424665, 6722680.600108617]
[11755001, 6774012.100108617]
[7818636, 6774698.900108617]
[8710076, 6774698.900108617]
[9811931, 6777667.666775283]
[8554056, 6780758.550108617]
[7763336, 6799526.868858617]
[11741391, 6802272.900108617]
[9386782, 6859939.450108618]
[11596149, 6859939.450108618]
[11447828, 6871133.100108617]
[11523146, 6871133.950108618]
[10794857, 6919289.991775284]
[9425904, 6924391.720108617]
[10946021, 6947745.300108617]
[9083560, 6972940.150108617]
[10910416, 7050286.750108617]
[7595642, 7063181.250108617]
[12392766, 7096084.608441951]
[12192621, 7199008.416775283]
[12629906, 7243653.250108617]
[12951205, 7247503.750108617]
[12123862, 7299194.885108617]
[8624098, 7307148.250108617]
[11589913, 7322328.400108617]
[10027417, 7326026.750108617]
[9566384, 7329033.200108618]
[10591674, 7340964.650108617]
[12507771, 7340964.650108617]
[10462111, 7342268.833441949]
[12417379, 7351558.200108618]
[12459889, 7377376.100108617]
[7964823, 7396977.100108617]
[9468467, 7403565.450108618]
[9566379, 7423670.500108617]
[11325345, 7432741.700108618]
[9341932, 7432744.250108617]
[9427340, 7435679.300108617]
[11732920, 7468427.250108617]
[8659934, 7468436.600108617]
[12030413, 7489779.250108617]
[8683540, 7505771.150108617]
[8525803, 7509355.600108617]
[8791246, 7516534.821537189]
[9051750, 7519301.450108618]
[11698153, 7538900.750108617]
[12405544, 7541556.150108617]
[8915608, 7549172.150108617]
[7583250, 7557156.200108618]
[10190820, 7589783.450108618]
[9040748, 7590405.614691949]
[12957499, 7591353.400108617]
[9445249, 7600395.700108618]
[9285479, 7625437.550108617]
[8993485, 7630575.800108617]
[8618855, 7633019.550108617]
[8780111, 7633019.550108617]
[7619017, 7644457.150108617]
[12128082, 7652606.950108618]
[10624576, 7654818.140108617]
[9236226, 7655661.850108617]
[8813351, 7684635.800108617]
[8983040, 7684635.800108617]
[11408727, 7691445.150108617]
[12417380, 7694805.200108618]
[9549589, 7698594.500108617]
[12657895, 7699652.750108617]
[9153643, 7712078.900108617]
[12376533, 7757015.000108617]
[9350853, 7760263.700108618]
[8526475, 7760269.650108617]
[10071711, 7766546.050108617]
[8632164, 7789677.100108617]
[9831995, 7790627.966775285]
